task_id,task_number,task_name,validation_status,checks_passed,checks_failed,validation_issues,has_validation_file,- validation,tutorial_source,video_id,video_url,github_repo,categories,human_description,instruction
task_0081,81,Assemble Crusader Sprite Sheet Animation,NO_VALIDATION_FILE,0,0,,No,NULL,KidsCanCode – 8-Directional Movement/Animation,,,https://github.com/godotrecipes/8_direction_animation,"graphics, animation, physics",Implement Assemble Crusader Sprite Sheet Animation,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), each one fully using the 16 or 17-frame animation loop in the corresponding spritesheet, and adding a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that animations are ordered in clockwise order starting from right, so idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc.; the same applies to run0 through run7. Each spritesheet can be sliced into 8*N regions (do not set margins, trim empty space, or do anything like that). Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive)."
task_0082,82,Assemble Crusader Sprite Sheet Animation,NO_VALIDATION_FILE,0,0,,No,NULL,KidsCanCode – 8-Directional Movement/Animation,,,https://github.com/godotrecipes/8_direction_animation,"graphics, animation, physics",Implement Assemble Crusader Sprite Sheet Animation,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), and add a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that animations are ordered in clockwise order starting from right, so idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc.; the same applies to run0 through run7. For Each spritesheet can be sliced into 8*N regions (do not set margins, trim empty space, or do anything like that). Use the crusader_idle spritesheet for the idle animation, but crusader_walk for the run animations. Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive)."
task_0083,83,Assemble Crusader Collider placement,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Player requires a CollisionShape2D child,KidsCanCode – 8-Directional Movement/Animation,,,https://github.com/godotrecipes/8_direction_animation,"graphics, animation, physics",Implement Assemble Crusader Collider placement,"In scenes/Player.tscn finish the Player CharacterBody2D by adding a CollisionShape2D rectangle positioned at the feet of the character. The rectangle should be positioned and resized just enough large vertically to cover the two feet of the character at frame 0 of animation idle0, while being roughly as wide horizontally as the character's head. Name the nods the same as each node's class name (CollisionShape2D, case sensitive)."
task_0084,84,Assemble Crusader Spritesheet Death Animation Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Missing death0 animation,KidsCanCode – 8-Directional Movement/Animation,,,https://github.com/godotrecipes/8_direction_animation,"graphics, animation, physics",Implement Assemble Crusader Spritesheet Death Animation Setup,"In scenes/Player.tscn finish the Player CharacterBody2D by adding death animations (death0–death7) to the AnimatedSprite2D using the corresponding spritesheet from assets/isometric_Mini-Crusader. The direction of sprites for each index in death0–7 should match that of idle0–7 and run0–7, and each death animation should use all frames in the spritesheet in a way similar to idle0–7 and run0–7. You should set looping of the death animations to disabled, and set the FPS of each death animation to 10."
task_0085,85,ProtoController Freefly Input Map Controller,FAIL,13,4,Has critical issues,Yes,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: Player node not found,YouTube: Brackeys - How to make 3D Games in Godot,ke5KpqcoiIU,https://www.youtube.com/watch?v=ke5KpqcoiIU,https://github.com/Brackeys/brackeys-proto-controller,,Implement ProtoController Freefly Input Map Controller,"Instance the ProtoController scene (res://addons/proto_controller/proto_controller.tscn) in Main as Player, leave it above the floor, enable Sprint and Freefly on the inspector, and point all of its input_* fields to custom actions named move_left/right/up/down, jump, sprint, and freefly. Then open Project Settings → Input Map and create those actions bound to controller inputs. For movement, use left joystick inputs; for jump, sprint, and freefly, bind them to joypad bottom (Sony Cross / Nintendo B), right (Sony Circle, Nintendo A), and up (Sony Triangle, Nintendo X) buttons respectively. Finish by making sure the ProtoController camera is Current so the scene runs through that player rig."
task_0086,86,Build Grid Player Nodes Alt,PASS,18,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Add a Sprite2d child to Player,KidsCanCode – Grid-based movement,,,https://github.com/godotrecipes/2d_grid_movement,"graphics, animation, physics",Implement Build Grid Player Nodes Alt,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to several frames, a `CollisionShape2d` with a RectangleShape2D sized Vector2(32, 32), a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame for each movement row in the spritesheet. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame."
task_0087,87,Build Grid Player Nodes Alt II,PASS,18,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Add a Sprite2d child to Player,KidsCanCode – Grid-based movement,,,https://github.com/godotrecipes/2d_grid_movement,"graphics, animation, physics",Implement Build Grid Player Nodes Alt II,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to several frames, a `CollisionShape2d` with a RectangleShape2D that is as large as the grid cell size, a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame for each movement row in the spritesheet. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame."
task_0088,88,Build Grid Player Nodes Strict Shuffled,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_PASSED: Player node hierarchy matches the grid movement tutorial,KidsCanCode – Grid-based movement,,,https://github.com/godotrecipes/2d_grid_movement,"graphics, animation, physics",Implement Build Grid Player Nodes Strict Shuffled,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to several frames, a `CollisionShape2d` with a RectangleShape2D sized Vector2(32, 32), a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame by using the corresponding frames inside the provided spritesheet (6 frame each). Make sure the frames you use in the animation visually match the animation name. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame."
task_0089,89,Audio Demo Grid UI Formatting,PASS,17,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Margins should be 20 on all sides,https://kidscancode.org/godot_recipes/4.x/audio/audio_manager/index.html,,,https://github.com/godotrecipes/audio_manager,,Implement Audio Demo Grid UI Formatting,"Create res://scenes/audio_demo.tscn with a MarginContainer root named ""AudioDemo"" that fills the screen, uses 20px margins on all sides, and attaches res://scripts/audio_demo.gd exporting sound_dir defaulting to res://assets. Add a CenterContainer with a GridContainer child set to two columns with 10px horizontal and vertical separation for dynamically added Buttons. Add a CanvasLayer with an HBoxContainer top bar containing a Label node named Label using the Poppins-Medium font at size 24. The Label text should be constantly updated to display ""Available Streams: {num_available_streams} | Queue: {num_queud_streams}"", using this string template. Implement audio_demo.gd so _ready() scans sound_dir for .wav/.ogg files, adds a Button for each with its text set to the filename, Poppins font override, and pressed connected to on_audio_button_pressed, which calls AudioManager.play() on the file path. Ensure _process() updates the count labels to reflect AudioManager.available.size() and AudioManager.queue.size()."
task_0090,90,Build Grid Player Nodes with Correct Sprite Frames,PASS,18,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Add a Sprite2d child to Player,KidsCanCode – Grid-based movement,,,https://github.com/godotrecipes/2d_grid_movement,"graphics, animation, physics",Implement Build Grid Player Nodes with Correct Sprite Frames,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to 6 hframes and 4 vframes, a `CollisionShape2d` with a RectangleShape2D sized Vector2(32, 32), a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame by using the corresponding frames inside the provided spritesheet (6 frame each). Make sure the frames you use in the animation visually match the animation name. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame."
task_0091,91,Sync Upper and Lower Animations,NO_VALIDATION_FILE,0,0,,No,"Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nWARNING: res://scenes/main.tscn:3 - ext_resource, invalid UID: uid://bvqxo8n4xhc2j - using text path instead: res://scenes/player.tscn\n   at: load (scene/resources/resource_format_text.cpp:447)\nWARNING: res://scenes/player.tscn:3 - ext_resource, invalid UID: uid://d1htn1l4jk1t1 - using text path instead: res://scripts/player.gd\n   at: load (scene/resources/resource_format_text.cpp:447)\nVALIDATION_FAILED: Upper animation did not sync to lower animation changes",YouTube: Heartbeast - Make a Ninja Platformer (in Godot 4) - P5 Attack Animation,GtH6_EctXh4,https://www.youtube.com/watch?v=GtH6_EctXh4,https://github.com/uheartbeast/ninja-platformer,,Implement Sync Upper and Lower Animations,"In scripts/player.gd, connect AnimationPlayerLower.current_animation_changed so AnimationPlayerUpper plays the same animation unless the upper player is currently playing ""attack"". Also connect AnimationPlayerUpper.animation_finished so when the ""attack"" animation finishes, the upper player switches to the lower player’s current animation and seeks to the lower animation’s current position."
task_0092,92,Create Music Player Scene,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: sound_player.gd not found,"YouTube: GodotGameLab - Slay the Spire Clone Godot 4 Tutorial: SFX, Music & Adding New Content (S01 FINALE)",GrDIg96Ames,https://www.youtube.com/watch?v=GrDIg96Ames,https://github.com/guladam/deck_builder_tutorial,,Implement Create Music Player Scene,"Create a reusable sound player script and a music player scene. Add res://global/sound_player.gd that extends Node with a play(audio: AudioStream, single := false) method that returns early when audio is null, stops all current players when single is true, and plays the first idle AudioStreamPlayer child. Add a stop() method that stops every AudioStreamPlayer child. Create res://global/music_player.tscn with a root Node named MusicPlayer, set its process mode to Always, attach the sound_player.gd script, add exactly four AudioStreamPlayer children, and set each child bus to Music."
task_0093,93,Create Battle Over Panel,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: battle_over_panel.tscn not found,"YouTube: GodotGameLab - Slay the Spire Clone Godot 4 Tutorial: SFX, Music & Adding New Content (S01 FINALE)",GrDIg96Ames,https://www.youtube.com/watch?v=GrDIg96Ames,https://github.com/guladam/deck_builder_tutorial,,Implement Create Battle Over Panel,"Create a battle over UI panel scene and its script. Add res://scenes/ui/battle_over_panel.tscn with a root Panel named BattleOverPanel, set process mode to Always, and stretch it to full rect. Override the panel style with a StyleBoxFlat using rgba(0, 0, 0, 0.34902). Add a centered VBoxContainer with offsets -20/-20/20/20. Inside it, add a Label named Label with text ""Victorious!"", centered horizontal and vertical alignment, and LabelSettings font_size 24. Add two Buttons named ContinueButton and RestartButton, each with custom_minimum_size (50, 16), size_flags_horizontal set to expand fill, and texts ""Awesome!"" and ""Restart"" respectively. Create res://scenes/ui/battle_over_panel.gd that class_names BattleOverPanel, defines enum Type {WIN, LOSE}, binds the Label and both Buttons with % paths, connects ContinueButton to get_tree().quit and RestartButton to get_tree().reload_current_scene in _ready, and connects Events.battle_over_screen_requested to show_screen. Implement show_screen(text, type) to update the label text, toggle ContinueButton for WIN and RestartButton for LOSE, show the panel, and pause the scene tree."
task_0094,94,LibSM64 ROM Dialog and Connections,NO_VALIDATION_FILE,0,0,,No,"Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nWARNING: res://scenes/test.tscn:4 - ext_resource, invalid UID: uid://bk0ocudwcker6 - using text path instead: res://scenes/main.tscn\n   at: load (scene/resources/resource_format_text.cpp:447)\nVALIDATION_FAILED: Main must have scripts/main.gd attached",YouTube: StayAtHomeDev - Godot is Getting EPIC // 10 Games & Projects Made in Godot,X9_eteLoZLA,https://www.youtube.com/watch?v=X9_eteLoZLA,https://github.com/Brawmario/libsm64-godot,,Implement LibSM64 ROM Dialog and Connections,"Create a new scene at scenes/rom_picker_dialog.tscn with a FileDialog named RomPickerDialog. Set its title to ""Pick Super Mario 64 ROM file"", size to 335x180, ok_button_text to ""Open"", file_mode to Open File, access to Filesystem, and filters to include *.n64 and *.z64. Add an AcceptDialog child named InvalidRomDialog with size 378x100, dialog_text ""Selected file is not a valid Super Mario 64 ROM. File will not be loaded"", and dialog_close_on_escape disabled. In the main scene, instance this RomPickerDialog (set it hidden and unique in owner), add a Node3D named LevelContainer (unique in owner), attach a script at scripts/main.gd to Main that defines pressed handlers for all five demo buttons, and connect each button's pressed signal to the matching handler on Main."
